crop,area_feddans,season,soil_type,region,seed_cost_egp,fertilizer_cost_egp,irrigation_cost_egp,labor_cost_egp,pesticide_cost_egp,profit_per_feddan_egp,price_egp_per_ton
Cotton,25,Summer,Sandy,Delta,34700,7271,9034,14183,6513,14034,28277
Maize,38,Summer,Sandy,Delta,30829,21,2663,6903,14534,30347,13358
Rice,86,Nile,Loamy,Delta,43329,19522,1721,34918,37879,74715,22658
Maize,10,Summer,Sandy,Delta,6868,5661,4052,4449,2789,38989,12555
Fava Beans,83,Winter,Sandy,Sinai,11563,4597,10157,0,1957,20247,44485
Fava Beans,56,Winter,Clay,Upper_Egypt,16695,14771,6765,7174,486,30286,44506
Maize,20,Summer,Loamy,Delta,13051,10594,7836,8834,5897,49021,13068
Wheat,59,Winter,Clay,Delta,25094,87,0,7538,14877,33342,19050
Maize,7,Summer,Clay,North_Coast,4508,3546,3104,3876,1866,26177,12957
Rice,304,Summer,Clay,Delta,12929,7511,24827,13785,10278,77752,22932
Cotton,53,Summer,Sandy,NewLands,21011,27981,8133,16641,21027,15308,28294
Maize,81,Summer,Sandy,Delta,24998,12656,10219,11511,1617,32973,13252
Cotton,30,Summer,Sandy,Delta,27752,23031,14852,22677,12676,12761,30104
Potato,1,Nile,Sandy,Delta,2359,1544,1428,1662,787,32143,5697
Sugarcane,30,Nile,Loamy,Upper_Egypt,53650,42632,44480,58830,13121,111815,2500
Fava Beans,31,Winter,Loamy,Upper_Egypt,1167,8458,8154,21446,6574,21209,44719
Fava Beans,45,Winter,Sandy,Delta,9415,1457,8110,5077,4722,20268,44316
Fava Beans,83,Winter,Clay,Delta,25675,0,5943,3737,0,26495,44412
Potato,23,Nile,Loamy,NewLands,26486,31290,26031,33950,27233,53364,6157
Fava Beans,2,Winter,Clay,North_Coast,1126,665,693,828,418,20388,44321
Sugarcane,345,Summer,Sandy,Upper_Egypt,50933,0,57367,5266,2332,99866,2500
Wheat,10,Winter,Loamy,NewLands,6893,5786,4210,4602,3147,34979,17413
Rice,3,Summer,Clay,Delta,2502,2135,2478,2236,1181,75166,23414
Wheat,183,Winter,Sandy,Delta,15658,36935,7396,39984,7992,23714,18154
Potato,90,Nile,Sandy,North_Coast,0,21972,41344,23382,16233,52470,7676
Tomato,100,Nile,Sandy,Sinai,120825,92722,85562,117754,71975,21380,3982
Fava Beans,98,Winter,Loamy,Sinai,4421,3424,0,13927,7109,36057,44362
Cotton,108,Summer,Clay,Delta,8304,20670,11007,1951,9352,14648,29050
Fava Beans,3,Winter,Loamy,NewLands,1853,1128,1030,1148,679,23662,44538
Sugarcane,164,Nile,Loamy,Upper_Egypt,11111,27354,0,0,1762,99991,2500
Cotton,52,Summer,Sandy,Delta,1560,8247,32160,21763,17349,19815,30706
Wheat,20,Winter,Clay,North_Coast,12984,11577,7434,8719,5383,37538,17951
Rice,295,Summer,Loamy,Delta,13708,0,43409,37183,10979,70612,22207
Tomato,54,Nile,Clay,North_Coast,26334,18054,0,9172,14558,39889,3630
Sugarcane,177,Summer,Loamy,Upper_Egypt,87196,40516,0,0,3259,103413,2500
Potato,100,Nile,Clay,Sinai,165319,124678,88459,114220,51387,19377,5639
Wheat,2,Winter,Clay,North_Coast,1987,1350,1103,1299,735,37274,18269
Fava Beans,88,Nile,Sandy,North_Coast,22884,6190,0,1257,0,27812,44406
Fava Beans,16,Winter,Clay,North_Coast,10210,11343,13326,0,3139,15142,44688
Wheat,4,Winter,Loamy,North_Coast,38345,2407,9891,18820,5997,33652,18987
Potato,12,Winter,Calcareous,North_Coast,17531,0,0,25694,13782,19680,5747
Fava Beans,15,Winter,Sandy,Upper_Egypt,19808,7194,13510,15862,4903,14825,44231
Tomato,10,Nile,Sandy,Delta,15517,11770,12799,13025,7903,28471,4169
Sugarcane,349,Nile,Clay,Upper_Egypt,86131,44252,85941,0,14706,108276,2500
Fava Beans,100,Winter,Sandy,NewLands,45187,27771,28452,33652,17338,17292,44402
Wheat,36,Winter,Loamy,Delta,7300,2282,8366,918,12115,37675,18083
Maize,290,Summer,Sandy,North_Coast,13590,12804,18170,0,4361,31491,12840
Sugarcane,2,Nile,Clay,Upper_Egypt,4168,4003,3479,4016,1256,103289,2500
Wheat,170,Winter,Sandy,Upper_Egypt,0,23648,4949,1036,2952,36017,18112
Wheat,3,Winter,Sandy,Delta,2493,2007,1355,1842,1029,31317,18508
Potato,81,Nile,Loamy,Delta,80081,0,26261,17306,38744,42655,6158
Potato,4,Nile,Sandy,Delta,16889,0,16956,24695,21848,41420,5407
Wheat,76,Winter,Loamy,Sinai,7464,5956,5011,18631,0,20450,19007
Wheat,113,Winter,Clay,NewLands,0,0,12314,18932,3471,25335,17950
Sugarcane,446,Nile,Clay,Upper_Egypt,69706,66202,0,14602,12600,112055,2500
Fava Beans,7,Winter,Sandy,Upper_Egypt,3856,1888,2216,2466,1453,22994,44558
Cotton,96,Nile,Sandy,Delta,0,6317,21833,26433,0,10487,28695
Sugarcane,486,Nile,Clay,Upper_Egypt,40671,54410,46265,73375,10358,93975,2500
Wheat,111,Winter,Loamy,Delta,27060,0,18576,3129,13519,26648,17281
Cotton,5,Summer,Loamy,Upper_Egypt,5870,4022,3426,3600,2851,12363,31802
Sugarcane,485,Nile,Loamy,Upper_Egypt,65745,9220,30729,0,11021,106269,2500
Rice,351,Summer,Clay,North_Coast,25502,37368,11632,22269,2146,81567,22139
Maize,15,Summer,Sandy,Delta,10588,6955,7077,6287,4562,26426,12610
Rice,169,Summer,Loamy,Delta,5048,11796,38676,10288,15928,74526,23961
Maize,258,Summer,Clay,NewLands,13178,21617,11231,1895,9732,37912,12817
Tomato,86,Winter,Sandy,Upper_Egypt,23586,6568,0,27208,30139,41233,4052
Rice,20,Summer,Loamy,Delta,17178,11407,13882,10089,7569,78251,21699
Rice,10,Summer,Loamy,Delta,7960,7688,7570,5925,4380,78817,22799
Fava Beans,90,Winter,Loamy,Sinai,21100,1145,13949,9262,5012,14907,44467
Potato,25,Winter,Sandy,NewLands,54859,0,18792,31587,15416,43857,6368
Cotton,15,Summer,Loamy,Delta,17777,12642,9890,11003,7438,18071,27878
Sugarcane,396,Summer,Sandy,Upper_Egypt,53905,59765,17965,0,24059,105721,2500
Wheat,15,Winter,Clay,Upper_Egypt,11327,7485,6667,8046,4227,34797,18622
Wheat,76,Winter,Loamy,Upper_Egypt,27675,10459,0,0,9877,26951,18883
Maize,1,Summer,Sandy,Upper_Egypt,806,578,573,510,401,24827,12584
Potato,55,Winter,Clay,Delta,34573,99786,2544,1796,8319,20867,6585
Cotton,19,Summer,Sandy,Delta,0,11665,22374,0,5079,10315,29897
Cotton,1,Summer,Sandy,NewLands,1497,966,808,823,655,11540,31380
Potato,16,Winter,Calcareous,NewLands,117313,16923,0,24933,0,41979,5904
Cotton,23,Summer,Sandy,Delta,19527,27417,0,0,0,13104,26298
Cotton,87,Summer,Sandy,NewLands,29723,16427,13217,6747,8118,17683,29631
Wheat,1,Winter,Clay,North_Coast,811,810,554,678,362,30473,18908
Potato,20,Winter,Clay,North_Coast,34436,29379,22094,23835,11784,24243,5417
Wheat,187,Winter,Loamy,Delta,21368,7920,8465,7763,0,29550,18228
Fava Beans,100,Winter,Clay,NewLands,48922,21362,22115,36382,17630,27018,44475
Fava Beans,23,Winter,Clay,Sinai,63,3221,2260,2408,6391,26197,44064
Cotton,105,Summer,Calcareous,Upper_Egypt,32662,12178,17703,20699,6476,12775,32194
Tomato,20,Nile,Sandy,North_Coast,27683,18009,23764,23301,16647,43774,4023
Fava Beans,68,Winter,Clay,North_Coast,9954,5640,10616,6327,2873,32395,44577
Fava Beans,82,Winter,Clay,North_Coast,7696,12659,4050,0,2114,30972,44488
Sugarcane,423,Summer,Loamy,Upper_Egypt,0,76142,67112,34234,2163,104967,2500
Cotton,51,Nile,Clay,Upper_Egypt,32256,6197,20263,0,9926,14035,30416
Wheat,87,Winter,Clay,Upper_Egypt,4691,2875,2758,10321,7218,22545,18300
Fava Beans,85,Nile,Sandy,North_Coast,13336,11417,8899,0,0,15746,44366
Fava Beans,15,Winter,Sandy,NewLands,7318,3839,3828,5973,2676,22116,44621
Wheat,176,Winter,Loamy,Upper_Egypt,8026,1859,0,9861,10538,27101,17530
Potato,2,Nile,Clay,Delta,4037,3056,3094,2692,1400,54047,6327
Sugarcane,472,Nile,Clay,Upper_Egypt,71263,101479,38440,72219,23070,103712,2500
Potato,64,Nile,Sandy,Sinai,0,41920,37521,27299,9669,29757,6686
Potato,3,Nile,Sandy,Sinai,5328,5185,4263,4187,2087,16237,6041
Maize,20,Summer,Clay,Delta,13751,11553,7434,10077,5966,50773,13203
Fava Beans,85,Winter,Loamy,Delta,7201,12483,5127,8585,849,19494,44513
Tomato,38,Nile,Loamy,Sinai,65974,5415,767,33278,52162,30491,3650
Tomato,31,Nile,Clay,North_Coast,12450,27180,31226,21344,14729,36859,4041
Cotton,130,Summer,Clay,Delta,0,8403,10426,9322,15862,15483,30790
Cotton,120,Summer,Loamy,Delta,30601,0,11211,19049,0,15325,30079
Fava Beans,16,Winter,Loamy,Sinai,0,0,3413,0,2600,21269,44679
Cotton,3,Summer,Calcareous,NewLands,3454,2464,2063,2259,1862,11267,30412
Fava Beans,30,Winter,Sandy,Upper_Egypt,15777,8185,9326,9383,5037,17027,44355
Sugarcane,153,Summer,Clay,Upper_Egypt,54129,15013,28648,22218,0,106395,2500
Potato,62,Winter,Sandy,Delta,111845,2299,0,56671,33797,39049,6006
Tomato,81,Nile,Calcareous,North_Coast,28227,23324,45200,45323,12650,33460,3405
Sugarcane,282,Nile,Sandy,Upper_Egypt,64789,27685,51603,59329,0,104889,2500
Rice,174,Summer,Clay,Delta,27556,0,12440,0,6439,77587,23254
Fava Beans,78,Winter,Clay,Sinai,13907,3884,13697,2565,4424,21886,44686
Sugarcane,215,Summer,Sandy,Upper_Egypt,55497,45669,25672,88962,17679,120114,2500
Rice,56,Summer,Clay,Delta,0,27988,33866,0,14831,87635,23715
Tomato,89,Summer,Clay,Delta,40666,8500,11509,39490,36396,14155,5394
Maize,182,Summer,Sandy,Delta,13354,7075,0,12793,4080,36253,12654
Wheat,28,Winter,Sandy,Upper_Egypt,17913,4001,2779,17210,11263,18250,18773
Sugarcane,256,Summer,Loamy,Upper_Egypt,12087,34156,20791,45606,0,102977,2500
Rice,36,Summer,Loamy,Delta,31648,9858,12583,21215,10610,85346,22113
Wheat,90,Winter,Clay,Delta,18598,2087,0,21180,21034,12967,18642
Potato,93,Winter,Loamy,NewLands,6770,7206,21846,14603,0,41796,6438
Fava Beans,2,Nile,Clay,Delta,19983,13054,4381,10806,346,19416,44410
Cotton,15,Summer,Clay,NewLands,15108,9767,8997,11027,7694,19230,31484
Cotton,106,Summer,Clay,Delta,16374,12280,12207,14265,13005,14537,27501
Potato,15,Nile,Clay,North_Coast,26693,21011,15595,22127,7452,36451,5061
Sugarcane,24,Summer,Loamy,NewLands,42153,119530,40665,54529,1372,90362,2500
Fava Beans,94,Nile,Sandy,North_Coast,17145,12989,9695,0,6693,27108,44505
Tomato,1,Nile,Sandy,Sinai,0,6055,42824,14850,14047,41888,4104
Fava Beans,45,Winter,Clay,Upper_Egypt,0,11453,0,5582,7869,24626,44623
Potato,5,Winter,Sandy,Sinai,11299,6403,5735,7717,3170,22548,6259
Tomato,26,Nile,Clay,North_Coast,34614,31589,25892,44497,1908,31717,4793
Sugarcane,14,Summer,Sandy,NewLands,104256,27976,39261,117861,0,111609,2500
Tomato,99,Summer,Sandy,Delta,78430,19038,67966,0,3448,32389,4681
Rice,3,Summer,Loamy,Delta,3242,2162,2779,2145,1356,83966,22744
Potato,90,Winter,Sandy,Sinai,16401,3382,4319,54335,0,35742,7160
Rice,20,Summer,Loamy,Delta,14470,11243,15200,11519,6719,79358,22534
Sugarcane,1,Nile,Loamy,Upper_Egypt,2565,2276,1949,2068,541,114806,2500
Potato,71,Winter,Loamy,Delta,14943,68610,39843,39144,21507,36192,5966
Tomato,14,Nile,Loamy,Delta,0,19265,14759,39267,16172,20214,3815
Potato,60,Winter,Sandy,North_Coast,28347,57302,0,0,13275,38320,6754
Cotton,1,Summer,Loamy,NewLands,1177,1029,668,991,577,12299,30022
Maize,3,Summer,Calcareous,NewLands,2331,1789,1230,1387,887,28194,13261
Sugarcane,202,Nile,Clay,NewLands,0,58182,54622,35364,4607,105799,2500
Potato,58,Nile,Sandy,NewLands,25642,0,22583,0,12801,41871,6145
Potato,8,Winter,Loamy,North_Coast,39344,57111,31224,73085,5066,21362,5595
Cotton,39,Nile,Loamy,Delta,13024,13618,9547,34066,8121,19533,31216
Maize,95,Summer,Sandy,Delta,5234,17995,13019,15714,0,25440,13023
Sugarcane,414,Summer,Clay,Upper_Egypt,49105,26413,61226,0,13618,104668,2500
Rice,324,Nile,Clay,Delta,27296,18920,19607,40689,12334,76795,21764
Maize,92,Summer,Clay,Delta,35943,0,0,4619,0,30816,13148
Rice,100,Summer,Clay,Delta,41495,13871,34758,19836,1184,87687,22634
Sugarcane,20,Nile,Clay,Upper_Egypt,38172,32816,26245,40838,10836,113820,2500
Maize,192,Summer,Sandy,Upper_Egypt,9475,20847,10229,2949,10530,32037,13197
Cotton,30,Summer,Sandy,Delta,29971,17976,13811,0,21388,22236,30182
Cotton,32,Summer,Loamy,Delta,28829,35083,24958,22162,11796,12548,30528
Rice,61,Summer,Clay,NewLands,16077,0,0,17234,19463,76629,22427
Tomato,63,Nile,Loamy,Sinai,69050,31667,35664,9686,23313,42770,5128
Rice,327,Summer,Loamy,Delta,10841,9568,18588,0,0,76019,24144
Tomato,15,Summer,Sandy,North_Coast,21934,17724,17277,20255,11892,27803,4589
Sugarcane,46,Nile,Clay,NewLands,48412,7797,54992,69548,10312,93193,2500
Rice,20,Summer,Loamy,Delta,14705,14391,15045,12312,6705,89999,22673
Maize,89,Summer,Loamy,NewLands,101,14540,0,2134,6601,30826,12800
Sugarcane,432,Nile,Clay,NewLands,38530,84318,29739,35688,28086,109914,2500
Potato,10,Winter,Sandy,North_Coast,18993,12754,12286,12009,6700,24900,6202
Fava Beans,10,Winter,Loamy,Sinai,21774,3263,7936,11763,7785,22551,44442
Fava Beans,15,Winter,Calcareous,North_Coast,18243,8382,0,6015,0,26302,44582
Fava Beans,50,Winter,Loamy,Upper_Egypt,11514,0,8228,10476,8037,26987,44547
Rice,11,Nile,Clay,Delta,0,13982,41988,12981,3479,75980,22427
Maize,5,Summer,Clay,North_Coast,3566,3004,2022,2459,1371,34493,13168
Tomato,76,Nile,Loamy,North_Coast,52083,66023,12138,63556,42437,44443,4795
Potato,87,Winter,Loamy,Sinai,51014,39128,16886,1709,32948,40295,6047
Rice,231,Summer,Loamy,North_Coast,12923,20745,34630,7019,7947,74229,23662
Sugarcane,395,Nile,Loamy,Upper_Egypt,0,0,36740,33623,19358,102470,2500
Sugarcane,484,Summer,Sandy,Upper_Egypt,26443,12559,79186,0,2191,107621,2500
Wheat,63,Winter,Clay,Upper_Egypt,6826,12513,14376,8205,2797,39974,17861
Sugarcane,390,Summer,Sandy,Upper_Egypt,100173,66135,22170,47615,21753,109356,2500
Wheat,73,Winter,Loamy,Upper_Egypt,39358,17716,0,7345,9516,45512,18114
Fava Beans,27,Winter,Loamy,Upper_Egypt,0,5769,0,2419,0,17115,44359
Rice,430,Summer,Loamy,North_Coast,4976,12552,0,0,4700,79754,22686
Maize,15,Summer,Clay,North_Coast,11300,8241,6529,6734,4492,34915,12963
Potato,77,Winter,Loamy,Sinai,94386,9550,45710,13354,10649,35965,6440
Maize,58,Summer,Calcareous,NewLands,33493,0,16887,15004,19259,30485,12933
Fava Beans,15,Winter,Loamy,Sinai,15204,16127,10953,0,2806,22596,44262
Maize,292,Summer,Sandy,NewLands,11668,22877,10388,4589,0,33708,13342
Potato,1,Nile,Clay,North_Coast,2417,1709,1255,1841,619,43946,5450
Tomato,40,Nile,Clay,Delta,58306,33014,20731,40718,18885,31318,4392
Wheat,7,Winter,Calcareous,Upper_Egypt,5137,3863,3059,3719,2365,28871,18620
Fava Beans,30,Winter,Sandy,Upper_Egypt,16497,8551,7282,9859,5116,21651,44531
Wheat,160,Winter,Loamy,NewLands,2009,10236,3906,10617,0,47568,18924
Rice,102,Summer,Clay,North_Coast,13387,0,36574,7637,9980,77174,23275
Fava Beans,30,Winter,Clay,NewLands,15308,7925,9363,11951,5861,24461,44371
Cotton,135,Summer,Sandy,NewLands,2047,7190,17173,11619,9248,15268,32908
Fava Beans,53,Winter,Calcareous,North_Coast,11704,1767,3270,13609,6290,29276,44530
Cotton,30,Summer,Loamy,Delta,28536,21252,15688,20907,12751,14468,29637
Fava Beans,81,Winter,Loamy,North_Coast,15743,2454,8326,7904,941,14825,44646
Fava Beans,55,Winter,Loamy,Delta,10791,6221,8103,8840,1116,33011,44539
Sugarcane,473,Nile,Clay,Upper_Egypt,61659,81088,40291,61187,10873,108997,2500
Potato,5,Winter,Clay,Sinai,10255,8176,6571,7506,3053,27822,7419
Potato,45,Winter,Loamy,NewLands,55577,85899,33864,9365,12368,41809,5783
Wheat,30,Winter,Loamy,North_Coast,22156,14151,11088,15722,8860,39599,18261
Potato,51,Nile,Sandy,North_Coast,33767,15178,8264,68268,24598,33245,6014
Fava Beans,93,Winter,Clay,Sinai,0,5725,12539,11010,5507,33134,44663
Cotton,92,Summer,Loamy,NewLands,21887,35674,17012,10626,10243,18431,27726
Cotton,18,Summer,Sandy,Delta,38450,10553,18821,30338,3822,19108,27081
Wheat,109,Winter,Clay,North_Coast,27771,15185,4697,0,0,31157,18135
Potato,85,Summer,Loamy,Sinai,72761,928,56163,34881,0,26632,4979
Potato,27,Summer,Clay,Delta,18442,26430,10272,37322,16743,25849,5694
Fava Beans,81,Winter,Calcareous,North_Coast,9652,10205,0,14471,6689,32920,44577
Cotton,2,Summer,Loamy,Upper_Egypt,2839,1622,1449,1803,1313,18850,28592
Fava Beans,25,Winter,Loamy,Sinai,6748,6743,1730,14862,9438,27682,44286
Sugarcane,419,Summer,Loamy,NewLands,120338,40463,16585,35368,9115,108012,2500
Tomato,93,Nile,Clay,Sinai,35199,36924,32651,2722,0,36442,4795
Rice,191,Summer,Clay,North_Coast,30033,19334,9233,9450,436,68660,22027
Sugarcane,46,Summer,Loamy,NewLands,38887,21260,30348,55703,2140,111513,2500
Maize,10,Summer,Calcareous,Delta,6676,5182,3966,4829,3415,29539,13252
Cotton,48,Summer,Clay,NewLands,4810,0,901,342,0,9626,31186
Tomato,25,Nile,Clay,North_Coast,0,0,15009,56201,0,53580,4950
Rice,2,Summer,Loamy,Delta,2131,1349,1751,1322,803,78341,24265
Potato,33,Summer,Loamy,Delta,27900,6359,0,0,30025,21435,5735
Maize,10,Summer,Loamy,North_Coast,6545,5132,3708,5269,2765,24529,13054
Fava Beans,10,Winter,Loamy,Sinai,0,0,12854,8478,2441,25001,44438
Rice,390,Summer,Loamy,North_Coast,10894,6429,17666,12467,24255,87370,23001
Potato,19,Winter,Loamy,Sinai,119640,69512,61901,0,9439,43734,6852
Fava Beans,83,Winter,Loamy,Delta,14131,6958,0,17870,646,25008,44298
Fava Beans,7,Winter,Clay,Delta,4550,1942,2041,3126,1293,29002,44371
Tomato,19,Nile,Clay,Upper_Egypt,34799,33077,41551,0,0,28705,5020
Cotton,5,Summer,Clay,Delta,5411,3898,2954,3772,3095,15813,31279
Tomato,5,Nile,Sandy,Upper_Egypt,7680,6135,7120,8186,4523,33502,4258
Wheat,7,Winter,Clay,Delta,5639,4237,3278,3449,2128,37863,18812
Fava Beans,30,Winter,Clay,Delta,6863,7821,12777,2375,12158,21302,44552
Sugarcane,160,Nile,Loamy,NewLands,60756,29577,76741,87572,9779,93469,2500
Potato,2,Winter,Sandy,North_Coast,4194,3274,2811,2886,1488,25154,5989
Tomato,33,Nile,Loamy,Upper_Egypt,0,43865,53227,0,0,24280,4866
Potato,100,Winter,Sandy,North_Coast,148072,102693,106256,127450,45283,29086,7508
Fava Beans,3,Winter,Calcareous,Sinai,1928,868,1115,1309,700,25713,44591
Potato,69,Nile,Calcareous,North_Coast,41829,27941,7041,29336,0,32541,5974
Cotton,132,Summer,Clay,Delta,16018,5289,0,5164,0,13304,30860
Sugarcane,2,Nile,Clay,Upper_Egypt,4042,4236,3989,4712,1308,112599,2500
Maize,145,Summer,Loamy,Upper_Egypt,25115,4617,20267,4703,1016,24540,13691
Sugarcane,10,Summer,Loamy,Upper_Egypt,17290,17346,17052,21411,5511,100706,2500
Maize,71,Summer,Loamy,Upper_Egypt,24541,5534,5983,5076,3133,29044,12947
Sugarcane,337,Summer,Clay,Upper_Egypt,608,65386,57990,30727,3300,103177,2500
Sugarcane,271,Summer,Sandy,Upper_Egypt,0,11561,45374,0,16613,96461,2500
Sugarcane,15,Nile,Loamy,Upper_Egypt,26111,28402,25382,29934,7405,94009,2500
Potato,95,Winter,Sandy,Sinai,74881,26879,26824,3043,5949,40939,5651
Cotton,45,Summer,Sandy,Delta,0,23481,9327,29818,586,13984,30655
Rice,416,Summer,Clay,North_Coast,33792,4452,13722,14228,12029,80437,22134
Cotton,68,Summer,Loamy,Delta,47074,26415,2161,22881,16456,15914,30105
Wheat,29,Winter,Clay,Upper_Egypt,12991,0,14795,0,0,23089,18623
Cotton,147,Summer,Clay,NewLands,54347,13886,0,9924,9831,11624,32245
Fava Beans,69,Winter,Clay,Delta,10992,1346,8427,6981,3379,32128,44385
Fava Beans,58,Winter,Sandy,Upper_Egypt,28790,11120,0,8077,3051,20086,44308
Potato,32,Winter,Calcareous,North_Coast,84329,19960,1255,55579,0,37089,5416
Potato,12,Winter,Loamy,North_Coast,37791,32911,0,0,0,31258,5155
Tomato,17,Nile,Sandy,North_Coast,11128,28801,0,19300,17875,46481,5002
Fava Beans,94,Winter,Sandy,Upper_Egypt,4957,15280,7869,12102,0,29699,44734
Fava Beans,17,Winter,Clay,Upper_Egypt,13978,7005,1464,0,1789,22386,44549
Rice,7,Summer,Loamy,Delta,5290,4646,6073,4118,3151,67157,23702
Wheat,61,Winter,Clay,North_Coast,8231,13548,31557,7997,10525,16263,18473
Maize,2,Summer,Sandy,Delta,1709,1167,939,1163,687,27830,12996
Cotton,20,Summer,Calcareous,NewLands,20730,13629,11076,14271,9930,10833,29376
Potato,41,Winter,Loamy,Delta,5197,38942,27068,47722,19654,30323,5762
Cotton,14,Summer,Calcareous,Delta,0,18226,0,0,15598,19235,27668
Rice,21,Summer,Clay,Delta,6047,3890,0,33312,12211,85884,23152
Rice,15,Summer,Loamy,Delta,12276,9440,9672,7735,5681,67099,22977
Rice,231,Summer,Loamy,North_Coast,42086,45118,12487,24433,0,84163,23428
Sugarcane,319,Nile,Sandy,Upper_Egypt,0,50370,8388,0,20196,101691,2500
Tomato,30,Summer,Sandy,Upper_Egypt,36833,28822,33837,37361,19931,40651,4346
Rice,10,Summer,Clay,Delta,7402,6288,6755,5800,4240,85927,22500
Cotton,30,Nile,Clay,Upper_Egypt,28918,11122,9519,5689,12026,13216,29946
Fava Beans,71,Winter,Sandy,North_Coast,21113,5757,12541,0,2556,27800,44612
Wheat,100,Winter,Calcareous,North_Coast,59653,43109,37794,47180,22312,28144,17873
Sugarcane,171,Summer,Sandy,NewLands,20659,22061,46421,0,0,112011,2500
Rice,463,Summer,Clay,Delta,2813,39186,37293,24008,8523,75308,23134
Rice,29,Summer,Loamy,NewLands,44491,19301,30420,198,12013,80893,22588
Fava Beans,50,Winter,Sandy,NewLands,25712,12225,14235,17188,8365,22114,44412
Fava Beans,50,Winter,Sandy,North_Coast,22091,13800,11377,18616,9302,17604,44536
Cotton,82,Summer,Loamy,Upper_Egypt,21233,22062,21149,12859,11425,13602,28251
Fava Beans,1,Winter,Loamy,North_Coast,680,399,319,427,242,18816,44554
Rice,335,Summer,Loamy,Delta,37515,13130,10491,37152,22567,81211,22486
Wheat,27,Winter,Clay,NewLands,12143,22849,2169,9984,8312,28629,18910
Fava Beans,50,Nile,Calcareous,Upper_Egypt,17202,0,12056,7042,5782,19849,44853
Wheat,69,Winter,Clay,Upper_Egypt,0,3401,21428,19373,1809,34350,18006
Wheat,50,Winter,Calcareous,Sinai,34550,23268,20473,20991,13383,24590,18661
Tomato,7,Winter,Clay,Upper_Egypt,19452,26482,56099,40841,35638,38398,4099
Rice,465,Summer,Clay,Delta,11819,44189,4454,27559,5677,69387,23598
Tomato,35,Summer,Clay,Sinai,428,15144,55966,0,33519,38485,3864
Sugarcane,7,Summer,Clay,Upper_Egypt,13631,10827,9601,15306,3440,113364,2500
Maize,238,Summer,Loamy,Delta,17124,11750,9763,0,4204,30200,12779
Rice,57,Summer,Loamy,Delta,42885,9405,0,21715,8239,78789,22881
Sugarcane,302,Nile,Clay,Upper_Egypt,25580,36664,43811,75171,23043,101092,2500
Tomato,18,Nile,Clay,Sinai,32038,8332,0,58055,17792,24057,4777
Tomato,3,Summer,Loamy,Upper_Egypt,4517,3732,3661,4367,2393,44209,4051
Rice,2,Summer,Clay,Delta,2113,1695,1546,1492,803,70945,23317
Maize,2,Summer,Calcareous,NewLands,1495,1176,940,1096,728,21902,12927
Tomato,75,Winter,Calcareous,Upper_Egypt,25670,0,19219,45448,0,47008,4367
Tomato,59,Winter,Loamy,Upper_Egypt,60942,30500,0,59399,29236,27252,4482
Sugarcane,174,Nile,Clay,Upper_Egypt,46988,20806,49710,9284,10626,104286,2500
Wheat,50,Winter,Sandy,NewLands,32663,25486,17157,22676,12946,30454,18509
Potato,50,Nile,Loamy,Delta,74507,57918,46011,62244,29638,36869,6850
Sugarcane,47,Nile,Clay,Upper_Egypt,75353,78241,55679,49040,13366,116201,2500
Potato,7,Nile,Loamy,Sinai,12289,10610,8639,8670,4910,30305,6638
Rice,269,Nile,Clay,NewLands,28190,0,11022,19958,14456,76167,23861
Potato,52,Winter,Sandy,Sinai,7505,0,38036,28913,24458,38658,5463
Wheat,157,Winter,Clay,North_Coast,5321,1952,8440,0,8467,24358,17727
Rice,2,Summer,Clay,Delta,2100,1518,1610,1212,752,82484,23174
Potato,17,Nile,Loamy,Delta,0,35486,32693,55195,20406,35855,5622
Wheat,16,Winter,Clay,North_Coast,5715,0,0,3232,16384,22718,19288
Maize,197,Nile,Loamy,Upper_Egypt,13920,8976,2776,0,10071,33338,13033
Potato,20,Winter,Loamy,Sinai,31083,24618,23068,23463,11948,35186,5471
Tomato,62,Winter,Loamy,Delta,0,0,56584,28206,11763,43227,3915
Maize,1,Summer,Calcareous,NewLands,809,603,552,511,358,24821,13328
Sugarcane,30,Summer,Clay,Upper_Egypt,56359,47084,39981,56892,13265,100816,2500
